age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
adult,Private,AfterHS,Never-married,Other,White,Male,no,no,over-time,United-States,<=50K
adult,gov,AfterHS,Married,Other,White,Male,no,no,full-time,United-States,>50K
senior,gov,AfterHS,Not-married,ManualWork,White,Female,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
senior,Private,UGrD,Married,Prof-specialty,Black,Male,no,no,full-time,United-States,>50K
young,Private,AfterHS,Never-married,Other,Asian-Pac-Islander,Female,no,no,part-time,United-States,<=50K
adult,Private,UGrD,Never-married,Prof-specialty,Asian-Pac-Islander,Male,no,no,part-time,other,<=50K
senior,Private,AfterHS,Not-married,ManualWork,White,Male,no,no,full-time,United-States,>50K
senior,gov,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
senior,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
senior,Private,UGrD,Not-married,Exec-managerial,White,Female,no,no,over-time,United-States,<=50K
senior,Private,HS-grad,Married,Other,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,Other,White,Female,no,no,part-time,United-States,>50K
young,Private,HS-grad,Never-married,ManualWork,White,Male,yes,no,over-time,United-States,<=50K
senior,gov,AfterHS,Married,ManualWork,White,Male,no,yes,full-time,United-States,>50K
senior,Private,HS-grad,Married,Sales,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,ManualWork,Black,Male,no,no,full-time,United-States,>50K
senior,Private,HS-grad,Not-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,gov,GrD,Married,Prof-specialty,Asian-Pac-Islander,Male,no,no,part-time,other,<=50K
senior,Private,UGrD,Married,Exec-managerial,White,Male,no,no,full-time,United-States,>50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
senior,Private,HS-grad,Never-married,Sales,White,Male,no,yes,over-time,United-States,>50K
senior,Self-employed,UGrD,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
young,Private,AfterHS,Never-married,Other,White,Male,no,yes,full-time,United-States,<=50K
adult,Private,UGrD,Never-married,Sales,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,ManualWork,White,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,UGrD,Never-married,ManualWork,White,Female,no,no,full-time,other,<=50K
young,Private,BeforeHS,Not-married,Other,Asian-Pac-Islander,Female,no,no,full-time,other,<=50K
young,Private,BeforeHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,Sales,White,Female,no,no,part-time,United-States,<=50K
adult,gov,UGrD,Never-married,Exec-managerial,White,Female,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Self-employed,UGrD,Never-married,Prof-specialty,Black,Male,no,no,over-time,United-States,>50K
adult,Private,UGrD,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Married,Exec-managerial,White,Male,no,no,over-time,United-States,<=50K
adult,Private,UGrD,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
adult,Private,AfterHS,Never-married,Other,White,Male,no,no,part-time,United-States,<=50K
adult,Private,UGrD,Never-married,Sales,White,Male,no,no,full-time,United-States,>50K
senior,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
senior,Self-employed,AfterHS,Married,Prof-specialty,White,Male,yes,no,part-time,United-States,>50K
senior,Private,AfterHS,Married,Other,White,Male,no,no,full-time,United-States,>50K
adult,Private,UGrD,Never-married,Prof-specialty,White,Male,no,yes,over-time,United-States,<=50K
adult,Private,BeforeHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,Other,White,Male,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
senior,Private,UGrD,Married,Prof-specialty,White,Female,yes,no,part-time,United-States,>50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,BeforeHS,Never-married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
young,Private,UGrD,Never-married,Exec-managerial,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,Prof-specialty,White,Male,no,no,over-time,United-States,<=50K
adult,gov,GrD,Not-married,Prof-specialty,Black,Male,no,no,full-time,United-States,<=50K
senior,gov,UGrD,Married,Exec-managerial,White,Male,no,no,full-time,United-States,>50K
senior,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Never-married,Prof-specialty,White,Male,no,no,full-time,United-States,<=50K
senior,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,other,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Self-employed,AfterHS,Never-married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,Prof-specialty,White,Female,no,no,part-time,United-States,>50K
adult,Private,UGrD,Not-married,Other,White,Male,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
senior,Private,UGrD,Never-married,Other,White,Male,no,no,full-time,United-States,>50K
adult,Private,UGrD,Married,Prof-specialty,White,Male,yes,no,over-time,United-States,>50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Self-employed,BeforeHS,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,gov,UGrD,Married,Prof-specialty,Asian-Pac-Islander,Male,yes,no,over-time,other,>50K
adult,Private,AfterHS,Married,Other,White,Female,no,no,part-time,other,>50K
adult,Private,HS-grad,Married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Female,no,no,part-time,United-States,>50K
adult,Private,HS-grad,Not-married,Exec-managerial,White,Male,no,no,over-time,United-States,<=50K
young,Private,AfterHS,Never-married,Sales,White,Male,no,no,full-time,United-States,<=50K
senior,gov,UGrD,Not-married,Prof-specialty,White,Female,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Never-married,Other,White,Male,no,no,part-time,other,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,gov,UGrD,Never-married,Prof-specialty,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,Sales,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,BeforeHS,Not-married,Other,White,Female,no,no,part-time,United-States,<=50K
young,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,>50K
adult,gov,UGrD,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
old,Private,AfterHS,Not-married,Exec-managerial,White,Female,no,no,full-time,United-States,<=50K
senior,Private,AfterHS,Never-married,Other,White,Female,no,no,full-time,United-States,>50K
adult,Self-employed,HS-grad,Married,Sales,White,Male,no,no,part-time,United-States,>50K
senior,Private,GrD,Married,Prof-specialty,White,Male,no,no,full-time,United-States,>50K
adult,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,BeforeHS,Married,ManualWork,White,Male,no,no,over-time,other,<=50K
adult,Private,GrD,Married,Exec-managerial,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Prof-specialty,White,Female,no,yes,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,Other,White,Male,no,no,part-time,United-States,<=50K
young,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
young,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
young,Private,BeforeHS,Never-married,Sales,White,Female,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Sales,White,Female,no,no,over-time,United-States,<=50K
young,Private,AfterHS,Married,Other,White,Male,no,no,over-time,United-States,<=50K
senior,Private,AfterHS,Not-married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,gov,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,AfterHS,Married,Sales,White,Male,no,no,full-time,United-States,>50K
young,Private,BeforeHS,Never-married,Other,White,Male,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,other,>50K
young,Private,BeforeHS,Never-married,Other,Black,Female,no,no,part-time,United-States,<=50K
senior,gov,HS-grad,Married,Other,Black,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Never-married,Other,Black,Male,no,no,full-time,other,<=50K
adult,Self-employed,GrD,Married,Prof-specialty,White,Male,no,yes,over-time,United-States,>50K
adult,Private,HS-grad,Not-married,Sales,White,Female,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Not-married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
adult,Private,HS-grad,Not-married,Other,White,Male,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
senior,Private,UGrD,Married,Sales,White,Male,no,no,over-time,United-States,>50K
young,Private,AfterHS,Never-married,Other,Black,Female,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,Sales,White,Male,no,no,over-time,United-States,<=50K
young,Private,AfterHS,Never-married,ManualWork,White,Female,no,no,part-time,United-States,<=50K
senior,Private,GrD,Married,Sales,White,Male,no,no,full-time,United-States,>50K
senior,Private,BeforeHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Not-married,Other,White,Female,no,no,full-time,United-States,<=50K
young,Private,AfterHS,Never-married,Exec-managerial,White,Male,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,Prof-specialty,White,Male,no,no,full-time,other,<=50K
adult,Private,UGrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
young,Private,UGrD,Never-married,Prof-specialty,White,Female,no,no,full-time,United-States,<=50K
senior,Private,HS-grad,Not-married,Other,White,Female,no,no,over-time,United-States,<=50K
young,Private,AfterHS,Never-married,Exec-managerial,White,Male,no,no,full-time,United-States,<=50K
senior,Private,UGrD,Married,Prof-specialty,White,Male,no,no,over-time,United-States,>50K
young,Private,BeforeHS,Never-married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Married,ManualWork,White,Male,yes,no,part-time,United-States,>50K
adult,Private,BeforeHS,Never-married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,Other,White,Female,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Not-married,Sales,White,Male,no,yes,over-time,United-States,>50K
adult,Private,BeforeHS,Never-married,Prof-specialty,White,Male,no,yes,over-time,United-States,>50K
young,Private,UGrD,Never-married,Other,White,Female,yes,no,full-time,United-States,<=50K
adult,Private,UGrD,Never-married,Sales,White,Male,no,no,over-time,United-States,>50K
young,Private,HS-grad,Never-married,Sales,White,Female,no,no,part-time,United-States,<=50K
adult,gov,AfterHS,Married,Other,White,Male,no,no,over-time,other,>50K
young,Private,AfterHS,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
old,Self-employed,HS-grad,Married,ManualWork,White,Male,no,no,part-time,United-States,<=50K
adult,gov,BeforeHS,Married,Other,White,Male,no,no,full-time,United-States,<=50K
adult,Private,GrD,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
young,Private,UGrD,Never-married,Sales,White,Male,no,no,full-time,United-States,<=50K
young,Private,HS-grad,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,HS-grad,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Self-employed,AfterHS,Not-married,Sales,White,Male,no,no,over-time,United-States,<=50K
old,gov,GrD,Not-married,Prof-specialty,Black,Female,no,no,full-time,United-States,>50K
young,Private,AfterHS,Never-married,Sales,White,Female,no,no,part-time,United-States,<=50K
senior,Self-employed,HS-grad,Married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Never-married,Prof-specialty,White,Male,no,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,UGrD,Not-married,Exec-managerial,White,Male,no,no,over-time,United-States,>50K
senior,gov,GrD,Not-married,Exec-managerial,White,Female,yes,no,over-time,United-States,>50K
adult,Private,BeforeHS,Married,ManualWork,White,Female,no,no,full-time,other,<=50K
adult,Private,HS-grad,Never-married,Prof-specialty,White,Male,yes,no,full-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Prof-specialty,White,Female,no,no,part-time,United-States,<=50K
adult,gov,AfterHS,Married,Other,White,Male,no,no,over-time,United-States,<=50K
young,Private,BeforeHS,Never-married,Other,White,Female,no,no,full-time,other,<=50K
adult,Private,HS-grad,Never-married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,HS-grad,Married,Sales,White,Male,no,no,part-time,United-States,>50K
senior,Private,AfterHS,Married,Exec-managerial,White,Male,yes,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,over-time,United-States,>50K
adult,Private,AfterHS,Married,ManualWork,White,Male,no,no,full-time,United-States,<=50K
adult,Private,BeforeHS,Married,ManualWork,White,Male,no,no,over-time,United-States,<=50K
adult,Private,HS-grad,Never-married,Other,White,Female,no,no,part-time,United-States,<=50K
adult,Private,AfterHS,Not-married,Exec-managerial,White,Female,no,no,over-time,United-States,<=50K
adult,Private,AfterHS,Married,Prof-specialty,White,Male,yes,no,over-time,United-States,>50K
senior,Private,BeforeHS,Married,ManualWork,Black,Male,no,no,full-time,United-States,<=50K
